original_page_index,n_boxes,total_area,mean_area,std_area,mean_width,mean_height,mean_aspect_ratio,mean_x,mean_y,density,vertical_spread,horizontal_spread,mean_spacing,cluster_label,cluster_name
2,19.0,0.06414183160800001,0.0033758858741052638,0.0026460449129667375,0.20042684210526315,0.016002,12.891006866460774,0.35499526315789476,0.3641870526315789,0.06414183160800001,0.5397314999999999,0.500784,0.30378443150855156,0,Dense
5,17.0,0.07232229385300001,0.004254252579588236,0.0054382708963783034,0.19090982352941174,0.01684741176470589,10.944772842951934,0.42618673529411766,0.15594882352941178,0.07232229385300001,0.28696449999999996,0.697742,0.29236549806342244,0,Dense
8,13.0,0.017343204653999997,0.0013340926656923077,0.0019772730095086065,0.08366692307692308,0.012846230769230768,7.1785635660226115,0.7816716153846154,0.32210249999999996,0.017343204653999997,0.8111714999999999,0.8296725,0.47392935113812656,0,Dense
11,50.0,0.1398351713279999,0.002796703426559999,0.002721820100376536,0.1928809,0.013959459999999996,13.37167405738383,0.25450889,0.47529369000000005,0.1398351713279999,0.8718485,0.529017,0.360534322220852,0,Dense
14,55.0,0.08525895110799998,0.0015501627474181815,0.001900349924519037,0.07027869090909088,0.019148818181818184,3.36327175715592,0.39315218181818185,0.36780422727272727,0.08525895110799998,0.7297115000000001,0.7454924999999999,0.3479915040894371,0,Dense
17,31.0,0.09155615774700003,0.002953424443451614,0.0026077845023884235,0.2283617419354839,0.011547322580645166,18.183867464673963,0.37492729032258076,0.4176451774193549,0.09155615774700003,0.730466,0.7474510000000001,0.45041285480397714,0,Dense
20,4.0,0.013628076523999996,0.0034070191309999993,0.0020306043746931113,0.24630924999999998,0.013928999999999993,17.83022665242399,0.499032375,0.07291075,0.013628076523999996,0.03296299999999999,0.12469249999999998,0.06834740716139272,0,Dense
23,10.0,0.024407494635000002,0.0024407494635000004,0.0012860196801939142,0.17484519999999998,0.013639300000000004,12.706095663410238,0.3167613,0.24737044999999996,0.024407494635000002,0.3246115,0.327179,0.19254761171958595,0,Dense
26,30.0,0.09161579358399995,0.003053859786133331,0.003159663421841728,0.15643803333333334,0.019647466666666665,8.877752838182865,0.46839108333333335,0.3730535333333334,0.09161579358399995,0.8404929999999999,0.6738120000000001,0.3783907604519937,0,Dense
29,55.0,0.07890723243899998,0.001434676953436363,0.0013324895639955073,0.09336552727272726,0.013911618181818184,6.852565998346409,0.4637525090909091,0.40985373636363637,0.07890723243899998,0.890734,0.7514765,0.4225683533073592,0,Dense
32,23.0,0.053525243466,0.002327184498521739,0.0018062017454678772,0.15931930434782607,0.013832391304347831,11.379034678733754,0.4437102173913044,0.5250755869565217,0.053525243466,0.9147114999999999,0.8234759999999999,0.57122936651716,0,Dense
35,27.0,0.05459512106600002,0.0020220415209629633,0.0029083152648869855,0.1273379259259259,0.014349888888888888,8.353767005951632,0.24464185185185183,0.3120923888888889,0.05459512106600002,0.7864089999999999,0.6096085,0.2387323195992823,0,Dense
38,18.0,0.027966821572999977,0.0015537123096111098,0.0011282967215724543,0.13734811111111112,0.0110766111111111,12.34315217355499,0.5385012777777778,0.25964519444444445,0.027966821572999977,0.31196,0.7644074999999999,0.3625751707654595,0,Dense
41,24.0,0.04964249516700002,0.002068437298625001,0.0019888782120825225,0.11388054166666665,0.016642000000000004,6.567070922960471,0.3727926875,0.36252187500000005,0.04964249516700002,0.833968,0.6386054999999999,0.2836841439670182,0,Dense
44,30.0,0.086926358407,0.002897545280233333,0.002426366075644486,0.1757613,0.015603166666666661,10.743923777920243,0.2909088833333333,0.4693689833333334,0.086926358407,0.8189,0.5046895,0.3767272146399575,0,Dense
47,8.0,0.007755254247000001,0.0009694067808750002,0.0008547212467979095,0.06077125,0.014247374999999996,3.980546220092414,0.634644,0.1967864375,0.007755254247000001,0.4287065,0.7866575,0.46361448073716627,0,Dense
50,8.0,0.017306964877,0.002163370609625,0.0034237339508943845,0.10481575000000001,0.01407475,6.9204506546048385,0.67960675,0.04702125,0.017306964877,0.028961499999999987,0.5653099999999999,0.20574555933557784,0,Dense
53,13.0,0.021441346568000015,0.0016493343513846166,0.001800045734507747,0.08440453846153845,0.017947076923076937,4.450158603521671,0.3874541923076923,0.6480093076923078,0.021441346568000015,0.6184040000000001,0.8723100000000001,0.5362200226306479,0,Dense
56,83.0,0.18931235091799997,0.0022808716978072285,0.0030507062016205625,0.1669739156626506,0.012206397590361446,13.2769998792232,0.3679092349397591,0.48880169277108426,0.18931235091799997,0.8836225,0.6642035,0.4203107730984769,0,Dense
59,31.0,0.05830999892800003,0.00188096770735484,0.00206312891874397,0.10252541935483872,0.017580838709677426,5.898429076883102,0.4601257096774194,0.396203129032258,0.05830999892800003,0.926058,0.8548089999999999,0.512605742694339,0,Dense
62,7.0,0.007295290581000019,0.0010421843687142883,0.0006636316007558466,0.0677297142857143,0.014951000000000032,4.441205491698468,0.6528820000000001,0.8685067857142857,0.007295290581000019,0.029186999999999963,0.8129565,0.3485236310799966,0,Dense
65,29.0,0.06898037321899998,0.0023786335592758615,0.0016592338594036138,0.1583848275862069,0.014288862068965513,11.493094650234339,0.5067235172413793,0.2539687068965517,0.06898037321899998,0.3108955,0.676356,0.2312149846076278,0,Dense
66,12.0,0.049626867536,0.004135572294666667,0.004508502661234659,0.26183016666666664,0.01403175,17.56482952885307,0.4166666666666667,0.34211579166666667,0.049626867536,0.5672320000000001,0.5654899999999999,0.3676636066537962,0,Dense
69,34.0,0.07170462799900001,0.002108959647029412,0.00273156029487818,0.11006473529411764,0.017069235294117656,6.40913053078909,0.4303431911764706,0.35184017647058824,0.07170462799900001,0.892621,0.7560765,0.4692392215483843,0,Dense
72,26.0,0.09658226176800004,0.0037147023756923087,0.004169747407955057,0.1737256153846154,0.018310269230769234,9.317198074777185,0.2769923846153846,0.3268661346153846,0.09658226176800004,0.5830224999999999,0.7054835,0.2731332873924474,0,Dense
75,49.0,0.06243074274400001,0.0012740967906938777,0.0021822979342881795,0.06340895918367348,0.015712020408163264,4.189764997474672,0.614390193877551,0.21562782653061227,0.06243074274400001,0.9232919999999999,0.914422,0.38232121193852314,0,Dense
78,60.0,0.06792983282199999,0.0011321638803666663,0.0012576070527428583,0.08820381666666667,0.01145005,7.776333545861686,0.6604888416666668,0.30564212500000004,0.06792983282199999,0.939413,0.8171645,0.45045209506997913,0,Dense
81,74.0,0.1255449519000001,0.0016965534040540554,0.0019091871022728054,0.13013412162162163,0.011851689189189194,10.82105987550695,0.1900652635135135,0.567093804054054,0.1255449519000001,0.7406609999999999,0.903932,0.3123260206364847,0,Dense
84,37.0,0.054369473581,0.0014694452319189187,0.00285010362891124,0.0747274864864865,0.014525351351351348,5.195933658320127,0.5232090945945945,0.28835367567567566,0.054369473581,0.3631005,0.7972755,0.34689856215280535,0,Dense
87,9.0,0.031035208957999997,0.0034483565508888884,0.003061580303219453,0.17367733333333335,0.01825811111111111,10.692958450727357,0.2750021111111111,0.1423432777777778,0.031035208957999997,0.20777400000000001,0.5824985,0.27805801355415766,0,Dense
90,96.0,0.13379668777900003,0.001393715497697917,0.0014139827690186982,0.06963425,0.018859114583333336,3.6672947093752675,0.4172491354166667,0.37660796354166665,0.13379668777900003,0.8385859999999999,0.8807860000000001,0.43538898420309596,0,Dense
93,36.0,0.04693701777100001,0.0013038060491944448,0.0011287953985228603,0.09516958333333334,0.012635666666666668,7.314308556467836,0.6602162916666665,0.3817758333333333,0.04693701777100001,0.61924,0.6748925,0.3268878917046622,0,Dense
96,25.0,0.03302962956499999,0.0013211851825999995,0.0023339180526509976,0.07807875999999998,0.012454359999999996,6.027999804327411,0.49279725999999996,0.28035686000000004,0.03302962956499999,0.25697700000000007,0.5393815000000001,0.2796184641989482,0,Dense
99,54.0,0.21844062343300003,0.004045196730240741,0.005758049424851975,0.2059758333333333,0.01503796296296296,12.989314482106758,0.561639787037037,0.4625743333333333,0.21844062343300003,0.91702,0.8352940000000001,0.5140002947809655,0,Dense
102,32.0,0.067709557952,0.0021159236860000003,0.0022720636424728405,0.11927965624999999,0.015446406250000003,8.427850251948087,0.5520559843749999,0.470190484375,0.067709557952,0.9361405,0.8043245,0.5854940908613188,0,Dense
105,14.0,0.06425103552999999,0.004589359680714285,0.0036737706177675075,0.2301322142857143,0.01881435714285714,11.960253615921927,0.26764875,0.5125491071428572,0.06425103552999999,0.7524759999999999,0.35505400000000004,0.33686662206495505,0,Dense
108,8.0,0.034808322654000017,0.004351040331750002,0.0061442195185352246,0.2032215,0.0174235,11.198426635236359,0.666655625,0.06376124999999999,0.034808322654000017,0.130778,0.7374845,0.27083084386471973,0,Dense
111,37.0,0.030773875752999984,0.0008317263717027022,0.0009045618928034266,0.06781037837837837,0.010875351351351347,6.074192492225571,0.6508197837837837,0.32537578378378373,0.030773875752999984,0.9555609999999999,0.873714,0.5068385149292108,0,Dense
114,37.0,0.13639351469500005,0.0036863112079729738,0.004975065653167708,0.20627581081081084,0.015663945945945945,14.998466303338702,0.41968731081081084,0.3283097297297297,0.13639351469500005,0.5050115000000001,0.622579,0.3388364851897408,0,Dense
117,15.0,0.02715157822799999,0.001810105215199999,0.0012938253915747734,0.11511626666666668,0.014964333333333328,7.620940811163009,0.2775331333333334,0.37182503333333333,0.02715157822799999,0.7092785,0.3463175,0.33104228480293735,0,Dense
118,9.0,0.01941289638,0.0021569884866666665,0.0018385600820628194,0.15581688888888887,0.012411111111111114,11.693540288851883,0.32095866666666667,0.28341122222222226,0.01941289638,0.3343425,0.3356865,0.2326788602544322,0,Dense
121,14.0,0.07465547673699999,0.005332534052642855,0.007221562868360099,0.18823121428571432,0.02289592857142857,9.289954284217202,0.37259575000000006,0.3992613214285714,0.07465547673699999,0.7947919999999999,0.6490765000000001,0.3799396279187617,0,Dense
124,16.0,0.017351845163000024,0.0010844903226875015,0.00047586203885995575,0.088099,0.012098000000000012,7.216263522792254,0.2366406875,0.266919375,0.017351845163000024,0.8498975,0.5405525,0.2757218110007139,0,Dense
127,16.0,0.03436176277600001,0.0021476101735000003,0.0030957174431574335,0.1436475625,0.013066062500000006,13.602929603084664,0.44823328125,0.48024021875,0.03436176277600001,0.855256,0.7429530000000001,0.49675569572838457,0,Dense
130,23.0,0.04251453842399999,0.0018484581923478257,0.0022961423079390086,0.12722078260869565,0.012601086956521736,9.610288735019855,0.37649569565217395,0.48666276086956517,0.04251453842399999,0.535656,0.6601075,0.42355509706364636,0,Dense
133,19.0,0.04306513756100001,0.0022665861874210523,0.0030386882668751998,0.11753715789473684,0.01590236842105263,7.3772559388882994,0.32312826315789467,0.5603428684210525,0.04306513756100001,0.9001305,0.6566209999999999,0.5521088062445293,0,Dense
136,26.0,0.07036009626100001,0.0027061575485000005,0.004826363813935614,0.1243076153846154,0.014411884615384618,7.958596064993703,0.5035965769230769,0.37868263461538465,0.07036009626100001,0.8903760000000001,0.769782,0.42406654812690614,0,Dense
139,8.0,0.015148804984000003,0.0018936006230000002,0.002478900584143467,0.094314125,0.01440875,6.6195759463659405,0.4059624375,0.838568,0.015148804984000003,0.9224870000000001,0.570756,0.3872622242096076,0,Dense
142,104.0,0.12389252290200001,0.001191274258673077,0.001980764090083187,0.06936921153846154,0.015703980769230772,4.432299708055813,0.38373823076923075,0.3730762307692308,0.12389252290200001,0.5760844999999999,0.8958875000000001,0.38773802303128907,0,Dense
145,19.0,0.03845761061499999,0.002024084769210526,0.0015758016578020753,0.11602815789473683,0.016631052631578946,6.758087403020863,0.4241956052631579,0.3173312631578947,0.03845761061499999,0.904844,0.8408825000000001,0.4239040374079512,0,Dense
146,37.0,0.046406155996,0.0012542204323243245,0.0013044961331270717,0.10045364864864864,0.011106459459459457,8.968349571014942,0.3704187432432432,0.42075039189189184,0.046406155996,0.916511,0.7865255,0.41392221575778304,0,Dense
149,11.0,0.04159617512700001,0.0037814704660909097,0.003420943957812057,0.19824009090909092,0.01819009090909091,12.343324226191278,0.2954726818181818,0.307034409090909,0.04159617512700001,0.4006145,0.48430749999999995,0.25225986328750116,0,Dense
152,32.0,0.041794226199000035,0.001306069568718751,0.0012235013610623288,0.09981731250000002,0.011979750000000011,8.288072352884774,0.61308125,0.29241128124999993,0.041794226199000035,0.934986,0.8513845000000001,0.47644053493118416,0,Dense
155,9.0,0.01520451325300002,0.0016893903614444467,0.0018923018437585746,0.09420933333333335,0.014293000000000021,6.4861354273071266,0.5622860000000001,0.8494238333333333,0.01520451325300002,0.923424,0.5607880000000001,0.3577878947007749,0,Dense
158,18.0,0.04805588380600002,0.002669771322555556,0.0030485641053869324,0.15891744444444444,0.014860888888888892,11.143835452677328,0.5025927777777777,0.38042916666666665,0.04805588380600002,0.88085,0.6973085,0.5447040167835369,0,Dense
161,21.0,0.01403391926200002,0.0006682818696190485,0.0005557180104426434,0.04180114285714286,0.01473890476190478,2.8821371153871302,0.1901402380952381,0.5398534523809523,0.01403391926200002,0.5128729999999999,0.07318450000000001,0.19285589830520572,0,Dense
164,72.0,0.107434966079,0.0014921523066527779,0.0012929942737231743,0.09800583333333333,0.014657958333333332,6.566218349498856,0.41694011111111107,0.43817743750000004,0.107434966079,0.757278,0.7338785,0.39082378625684216,0,Dense
167,8.0,0.011683872251000002,0.0014604840313750004,0.0011167880934686396,0.07378375000000002,0.017181625,4.004592298932175,0.514841125,0.0409814375,0.011683872251000002,0.007936499999999999,0.922185,0.41892263521153156,0,Dense
170,41.0,0.03873154451500003,0.0009446718174390251,0.0009736936081153732,0.06968626829268293,0.012376414634146347,5.877347704828332,0.6018060609756097,0.3176050365853659,0.03873154451500003,0.9557275,0.87905,0.5235380913738775,0,Dense
173,34.0,0.060537440825,0.0017805129654411766,0.0013638351670954374,0.13506226470588237,0.012636352941176475,10.347485564078266,0.39179377941176474,0.5424290588235294,0.060537440825,0.7238424999999999,0.5340729999999999,0.28211756638735264,0,Dense
176,39.0,0.053734550562000015,0.0013778089887692309,0.002535779072494666,0.0769216923076923,0.01412761538461539,5.470543798282185,0.5695741025641026,0.34891698717948727,0.053734550562000015,0.8673449999999999,0.820155,0.41164166864498364,0,Dense
179,45.0,0.047479624198,0.0010551027599555556,0.0015103826919227203,0.062462888888888894,0.014315755555555556,4.068884096116667,0.5704054666666667,0.2753517666666667,0.047479624198,0.856703,0.8836434999999999,0.4536502637286983,0,Dense
182,22.0,0.1544640002180001,0.0070210909190000035,0.017695682135380603,0.2070200909090909,0.02072981818181819,12.742910764708444,0.25905154545454545,0.2485673181818182,0.1544640002180001,0.441611,0.3948455,0.2299863272566149,1,Sparse
185,12.0,0.119589323222,0.009965776935166667,0.01276138044943317,0.24375883333333334,0.03136624999999999,8.128427620174934,0.25679016666666665,0.4739219583333332,0.119589323222,0.5498259999999999,0.5480455,0.27064498896226596,1,Sparse
188,24.0,0.029019086696999985,0.0012091286123749993,0.0009625410749221111,0.08982604166666668,0.013575458333333332,6.740361257918264,0.22437318750000002,0.31315447916666667,0.029019086696999985,0.751231,0.6092815,0.21485187179339973,0,Dense
191,34.0,0.13758805417499997,0.004046707475735293,0.004641568007854491,0.17446108823529413,0.019483411764705885,9.150007252478618,0.2330175147058824,0.4612125882352941,0.13758805417499997,0.6064495,0.36594999999999994,0.22265070211558885,0,Dense
194,8.0,0.04373339618099999,0.005466674522624999,0.009751653597465812,0.20078612499999998,0.017487874999999986,13.636477927729503,0.5087628125,0.6740213125,0.04373339618099999,0.18222150000000004,0.388277,0.1537625183575015,0,Dense
197,107.0,0.13973361751900004,0.0013059216590560752,0.0021539737582267804,0.09480206542056076,0.011934121495327106,7.923201471757985,0.3254670140186916,0.4732205560747664,0.13973361751900004,0.9537399999999999,0.9217120000000001,0.49365625343532255,0,Dense
198,4.0,0.010563579818999974,0.0026408949547499934,0.0014244739002717518,0.14061225000000002,0.019526749999999954,10.132407391935153,0.119661625,0.5902936249999999,0.010563579818999974,0.15364850000000008,0.04431899999999998,0.09157975356929494,0,Dense
201,26.0,0.03237186893099999,0.0012450718819615385,0.0011266693849146848,0.09642853846153845,0.012453153846153848,7.549070749550186,0.23215646153846153,0.3138758461538461,0.03237186893099999,0.751509,0.6088290000000001,0.2164354567551761,0,Dense
204,7.0,0.004772642018000008,0.0006818060025714298,0.000351411516275633,0.05040557142857142,0.01347985714285717,3.7574817080798595,0.6722640714285715,0.8821735,0.004772642018000008,0.09861600000000004,0.6831845,0.3163466599027146,0,Dense
207,34.0,0.03346997271900001,0.0009844109623235297,0.0009733061403507033,0.07661176470588237,0.011739000000000006,6.417136826578151,0.6451840588235292,0.29763764705882356,0.03346997271900001,0.954278,0.8266955,0.5114036307710668,0,Dense
